id	title	year	venue	language	RQs	relevance	score	decision	reason
azher_limtopic_2025	{LimTopic}	2025	Proceedings of the 24th {ACM}		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
azimi_towards_2025	Towards an {Energy}	2025	Proceedings of the 4th {Mile}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
azzopardi_simiir_2024	{SimIIR}	2024	Proceedings of the 2024 {Annual}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ba_keep_2024	Keep {It}	2024	Proc. ACM Manag. Data		RQ3	Baja	1.0	Include	XAI/calibración
badurowicz_feasibility_2024	{FEASIBILITY}	2024	Applied Computer Science		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
baek_automated_2025	Automated safety risk management guidance enhanced by retrieval-augmented large language model	2025	Automation in Construction		RQ4	Baja	1.0	Include	Métricas/metodologías
baek_crafting_2025	Crafting the path: {Robust}	2025	IEEE Access		RQ4	Baja	1.0	Include	Métricas/metodologías
baek_probing-rag_2024	Probing-rag: {Self}	2024	arXiv preprint arXiv:2410.13339		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bahaj_asthmabot_2024	{AsthmaBot}	2024	arXiv preprint arXiv:2409.15815		RQ4	Baja	1.0	Include	Métricas/metodologías
bahree_notitle_2024		2024	Manning		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bai_insight_2025	Insight {Agents}	2025	Proceedings of the 48th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bai_kgquiz_2024	{KGQuiz}	2024	Proceedings of the {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bai_kinet_2023	{KINet}	2023	IEEE/ACM Trans. Audio		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
bai_leveraging_2024	Leveraging {Large}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bai_pistis-rag_2024	Pistis-{RAG}	2024	arXiv e …		RQ4	Baja	1.0	Include	Métricas/metodologías
bak-coleman_collective_2022	Collective wisdom in polarized groups	2022	Collective Intelligence		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bakharia_shaping_2024	Shaping {Programming}	2024	2024 {IEEE}		RQ3	Baja	1.0	Include	XAI/calibración
balaka_pneuma_2025	Pneuma: {Leveraging}	2025	Proc. ACM Manag. Data		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
balog_rankers_2025	Rankers	2025	Proceedings of the 48th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bansal_understanding_2025	Understanding and {Mitigating}	2025	International Journal of …		RQ1,RQ2	Media	2.0	Include	Confianza/percepción y Factualidad/alucinaciones
bao_faithbench_2024	Faithbench: {A}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
bao_mindwell_2025	{MindWell}	2025	Lecture Notes in Computer Science		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
barat_constructing_2025	Constructing {Enterprise}	2025	Proceedings of the 18th {Innovations}		-	Excluir	0.0	Exclude	Fuera de alcance
barbosa_cost-effective_2025	A {Cost}	2025	Proc. ACM Manag. Data		RQ4	Baja	1.0	Include	Métricas/metodologías
barghi_qrag_2025	{QRAG}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
barile_lp-dixit_2025	{LP}	2025	Proceedings of the {ACM}		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
barnett_fine-tuning_2024	Fine-tuning or fine-failing? debunking performance myths in large language models	2024	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
barnett_seven_2024	Seven failure points when engineering a retrieval augmented generation system	2024	Proceedings of the …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
barnett_seven_2024-1	Seven {Failure}	2024	2024 {IEEE}		-	Baja	0.0	Maybe	Fuera de alcance
barone_combining_2025	Combining {Evidence}	2025	Proceedings of the 48th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
barrit_specialized_2025	Specialized {AI}	2025	Acta Neurochirurgica		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
barron_domain-specific_2024	Domain-{Specific}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
barron_domain-specific_2024-1	Domain-specific retrieval-augmented generation using vector stores	2024	2024 International …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
barros_anchor_2024	Anchor {Your}	2024	2024 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
barry_graphrag_2025	Graphrag: leveraging graph-based efficiency to minimize hallucinations in llm-driven rag for finance data	2025	… Knowledge Graph \& …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
barzanji_expectations_2025	Expectations and {Needs}	2025	Proceedings of the {Mensch}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
basaragin_how_2024	How do you know that? {Teaching}	2024			-	Excluir	0.0	Exclude	Fuera de alcance
basaran_beyond_2025	Beyond traditional prognostics: integrating {RAG}	2025	Neurosurgical …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
basit_asci_2025	{ASCI}	2025	Proceedings of the 56th {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
basit_pennylang_2025	Pennylang: {Pioneering}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
bassiouny_uji-butler_2025	{UJI}	2025	International Journal of Social Robotics		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
battaglini-fischer_fails_2025	{FAILS}	2025	Companion of the 16th {ACM}		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
baughman_large_2024	Large {Scale}	2024	Proceedings of the 30th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
baumann_combining_2024	Combining retrieval-augmented generation and few-shot learning for model synthesis of uncommon dsls	2024	… 2024 Satellite Events		RQ4	Baja	1.0	Include	Métricas/metodologías
baumer_algorithmic_2024	Algorithmic {Subjectivities}	2024	ACM Trans. Comput.-Hum. Interact.		-	Excluir	0.0	Exclude	Fuera de alcance
bayer_towards_2025	Towards {A}	2025	Proceedings of the 3rd {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
bayram_evaluating_2025	Evaluating {AI}	2025	Journal of Evaluation in Clinical Practice		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bayram_healthcare-focused_2025	Healthcare-{Focused}	2025	ACM Trans. Asian Low-Resour. Lang. Inf. Process.		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
bazgir_agentichypothesis_2025	Agentichypothesis: {A}	2025	Towards Agentic AI for Science: Hypothesis …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bazzi_wonders_2025	The {Wonders}	2025	authorea.com		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
beasley_pipeline_2024	Pipe(line) {Dreams}	2024	Proceedings of the 2024 {Workshop}		RQ4	Baja	1.0	Include	Métricas/metodologías
beasley_tarragon_2025	{TARRAGON}	2025	bioRxiv		-	Baja	0.0	Maybe	Fuera de alcance
beauchemin_quebec_2024	Quebec {Automobile}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
bechard_reducing_2024	Reducing hallucination in structured outputs via {Retrieval}	2024	arXiv preprint arXiv:2404.08189		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
bedi_xlr-kgdd_2025	{XLR}	2025	Knowledge and Information Systems		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bei_manufacturing_2024	Manufacturing {Domain}	2024	2024 {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bei_manufacturing_2024-1	Manufacturing domain qa with integrated term enhanced rag	2024	… Joint Conference on …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
beining_generating_2024	Generating {Commit}	2024	2024 20th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
belikova_data-efficient_2025	Data-efficient {Meta}	2025	Proceedings of the 48th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
belkhouribchia_large_2025	Large language models in clinical nutrition: an overview of its applications	2025	Frontiers in Nutrition		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
belyi_luna_2024	Luna: an evaluation foundation model to catch language model hallucinations with high accuracy and low cost	2024	arXiv preprint arXiv:2406.00975		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
belyi_luna_2025	Luna: {A}	2025	Proceedings of the 31st …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ben_amor_instruct--sparql_2025	Instruct-to-{SPARQL}	2025			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
ben_chaaben_utility_2025	On the {Utility}	2025	ACM Trans. Softw. Eng. Methodol.		RQ4	Baja	1.0	Include	Métricas/metodologías
benavent_raging_2025	{RAGing}	2025	Therapeutic Advances in Musculoskeletal Disease		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
bendel_animal_2024	The {Animal}	2024	Proceedings of the {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bender_next_2025	Next {Sentence}	2025	Proceedings of the {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
benedict_gen-ir_2024	Gen-{IR}	2024	Proceedings of the 47th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
benfenati_retrieval-augmented_2024	A retrieval-augmented generation application for question-answering in nutrigenetics domain	2024	Procedia Computer …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
benzinho_llm_2024	{LLM}	2024	applied sciences		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bergeret_retrievalx2010augmented_2025	Retrieval\&\#x2010;{Augmented}	2025	{GenAI}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bergman_leveraging_2025	Leveraging {Approximate}	2025	Proceedings of the 5th …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
bergvall_reducing_2023	Reducing {LLM}	2023	papers.ssrn.com		RQ4	Baja	1.0	Include	Métricas/metodologías
berman_retrieval_2025	Retrieval {Augmented}	2025	Journal of Medical Internet Research		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
berman_retrieval_2025-1	Retrieval augmented therapy suggestion for molecular tumor boards: algorithmic development and validation study	2025	Journal of Medical …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bernardi_automatic_2025	Automatic {Generation}	2025	Information Systems Frontiers		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
bernardi_report_2024	Report {Generation}	2024	2024 {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bernardi_report_2024-1	Report generation from x-ray imaging by retrieval-augmented generation and improved image-text matching	2024	2024 International Joint Conference …		RQ4	Baja	1.0	Include	Métricas/metodologías
berry_utilizing_2025	Utilizing large language models for gastroenterology research: a conceptual framework	2025	Therapeutic Advances in Gastroenterology		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bessa_performance_2025	Performance {Comparison}	2025	Applied Sciences (Switzerland)		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
besta_multi-head_2024	Multi-head rag: {Solving}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
bevara_prospects_2025	Prospects of {Retrieval}	2025	Information Technology and Libraries		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
bezerra_llmquoter_2025	Llmquoter: enhancing rag capabilities through efficient quote extraction from large contexts	2025	arXiv preprint arXiv:2501.05554		RQ4	Baja	1.0	Include	Métricas/metodologías
bhagwat_nyai_2025	{NyAI}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bharambe_exploring_2025	Exploring {Opportunities}	2025	2025 {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bhardwaj_ai-powered_2025	{AI}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bhat_retrieval_2024	Retrieval augmented generation (rag) based restaurant chatbot with ai testability	2024	2024 IEEE 10th …		RQ4	Baja	1.0	Include	Métricas/metodologías
bhatia_optimization_2024	Optimization {Techniques}	2024	2024 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bhattacharya_show_2025	"""{Show}}, url = {https://doi.org/10.1145/3699682.3728321}, x_enrich_source = {x-ai/grok-4-fast}, x_enrich_status = {ok}, x_enrich_ts = {2025-11-02T06:41:15Z}, year = {2025"		Proceedings of the 33rd {ACM}		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
bhattacharya_strategies_2024	Strategies to mitigate hallucinations in large language models	2024	Applied Marketing Analytics		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bhattacharya_study_2025	A {Study}	2025	Lecture Notes in Mechanical Engineering		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bhayana_retrieval-augmented_2024	Retrieval-augmented generation for large language models in radiology: another leap forward in board examination performance	2024	Radiology		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
bhiwgade_integrating_2025	Integrating {Open}	2025	2025 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bhiwgade_integrating_2025-1	Integrating {Open}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bhowmick_raguru_2025	{RAGuru}	2025	Companion of the 16th {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bhuva_interviewedge_2025	{InterviewEdge}	2025	2025 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
bhuvaji_retrieval-augmented_2025	A {Retrieval}	2025	Proceedings of the 40th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
bi_rbdq_2025	{RBDQ}	2025	Companion {Proceedings}		-	Excluir	0.0	Exclude	Fuera de alcance
bian_empowering_2025	Empowering {IETF}	2025	Proceedings of the 2025 {Applied}		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bianchini_automating_2025	Automating {Industrial}	2025	IFIP Advances in Information and Communication Technology		RQ3	Baja	1.0	Include	XAI/calibración
bianchini_enhancing_2024	Enhancing complex linguistic tasks resolution through fine-tuning llms	2024	International Conference …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bianchini_retrieval-augmented_2025	Retrieval-{Augmented}	2025	Engineering Information Systems with Large Language …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
biancini_multiple-choice_2024	Multiple-{Choice}	2024	Adjunct {Proceedings}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bilal_onrl-rag_2025	{OnRL}	2025	arXiv		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bilal_onrl-rag_2025-1	Onrl-rag: {Real}	2025	arXiv preprint arXiv:2504.02894		RQ4	Baja	1.0	Include	Métricas/metodologías
bin_zaman_chowdhury_durghotona_2024	Durghotona {GPT}	2024	2024 27th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
bingol_accuracy_2025	Accuracy of {Current}	2025	Journal of Renal Nutrition		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
birillo_one_2024	One {Step}	2024	Proceedings of the 24th {Koli}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
blanchard_making_2025	Making {Generative}	2025	Communications in Computer and Information Science		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
blinn_statically_2024	Statically {Contextualizing}	2024	Proc. ACM Program. Lang.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
bonifati_versatile_2025	Versatile {Property}	2025	Proc. VLDB Endow.		-	Excluir	0.0	Exclude	Fuera de alcance
boppana_open-source_2024	An {Open}	2024	{TENCON}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bora_systematic_2024	Systematic {Analysis}	2024	Machine Learning and Knowledge Extraction		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
bora_systematic_2024-1	Systematic analysis of retrieval-augmented generation-based llms for medical chatbot applications	2024	Machine Learning and Knowledge Extraction		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
boraud_reservoirchat_2025	{ReservoirChat}	2025	arXiv		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
borazio_notitle_2025		2025	{CEUR}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
bordino_uniask_2025	{UniAsk}	2025	Advances in {Database}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
borg_creating_2024	Creating {Virtual}	2024	Companion of the 2024 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
borghoff_generative_2025	Generative {AI}	2025	Proceedings of the 6th {European}		RQ4	Baja	1.0	Include	Métricas/metodologías
boronat_mdre-llm_2025	{MDRE}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bose_prompts_2025	From {Prompts}	2025	Proceedings of the 33rd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bouchard_building_2024	Building {LLMs}	2024	books.google.com		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
